age,workclass,education_num,marital_status,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,occupation_grouped,native_country_grouped
34,State-gov,8,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
58,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
52,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
37,Self-emp-not-inc,13,Married-civ-spouse,Husband,Other,Male,7298,0,50,>50K,Exec-managerial,Other
53,Private,10,Separated,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,United-States
54,Private,11,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Other,United-States
36,Private,9,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Sales,United-States
25,Private,11,Never-married,Own-child,White,Female,0,0,60,<=50K,Adm-clerical,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,48,<=50K,Prof-specialty,United-States
23,Private,12,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Adm-clerical,United-States
39,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
20,Self-emp-not-inc,6,Never-married,Own-child,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
28,Private,11,Never-married,Other-relative,Black,Male,0,0,40,<=50K,Other-service,United-States
73,State-gov,9,Widowed,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,United-States
67,Private,9,Married-civ-spouse,Husband,White,Male,0,0,24,<=50K,Other,United-States
56,Private,13,Divorced,Not-in-family,White,Male,0,0,45,>50K,Exec-managerial,United-States
32,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
42,Private,10,Divorced,Not-in-family,White,Male,0,1590,40,<=50K,Machine-op-inspct,United-States
33,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40,<=50K,Other-service,United-States
37,Private,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other-service,United-States
33,Private,10,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Exec-managerial,United-States
31,Private,6,Never-married,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
59,Private,14,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
21,Private,9,Never-married,Unmarried,White,Male,0,0,40,<=50K,Adm-clerical,United-States
58,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Exec-managerial,United-States
24,Local-gov,6,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other-service,United-States
26,State-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
26,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
33,Local-gov,14,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,Other
25,Private,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Sales,United-States
21,Private,6,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Machine-op-inspct,United-States
24,Private,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
39,Self-emp-not-inc,12,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Adm-clerical,United-States
68,Private,10,Divorced,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
66,Self-emp-not-inc,10,Never-married,Not-in-family,White,Female,0,0,20,<=50K,Sales,United-States
38,Private,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
41,Private,14,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Exec-managerial,United-States
54,Self-emp-not-inc,14,Married-civ-spouse,Husband,White,Male,4386,0,45,>50K,Sales,United-States
27,State-gov,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Prof-specialty,United-States
49,Private,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
19,State-gov,10,Never-married,Own-child,White,Male,0,0,10,<=50K,Prof-specialty,United-States
25,Private,10,Never-married,Not-in-family,White,Male,0,0,50,<=50K,Other,United-States
47,Federal-gov,10,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Adm-clerical,United-States
40,Private,10,Married-civ-spouse,Other-relative,White,Male,0,0,40,<=50K,Sales,United-States
38,Private,13,Divorced,Not-in-family,White,Male,3325,0,40,<=50K,Exec-managerial,United-States
25,Private,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other-service,United-States
25,Private,10,Never-married,Own-child,White,Female,0,0,50,<=50K,Craft-repair,United-States
23,Private,6,Never-married,Other-relative,Other,Male,0,0,40,<=50K,Other,United-States
28,Private,14,Divorced,Own-child,White,Female,0,0,40,<=50K,Sales,United-States
29,Private,9,Married-spouse-absent,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
32,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
34,Private,9,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Other-service,United-States
52,Private,13,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Prof-specialty,United-States
33,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,94,<=50K,Other,United-States
68,Private,16,Married-civ-spouse,Husband,White,Male,20051,0,55,>50K,Prof-specialty,United-States
41,Private,6,Never-married,Unmarried,White,Male,0,0,50,<=50K,Other,United-States
18,Self-emp-inc,9,Never-married,Unmarried,Asian-Pac-Islander,Female,0,0,30,<=50K,Other-service,Other
29,Private,10,Married-civ-spouse,Husband,White,Male,0,1485,40,>50K,Craft-repair,United-States
40,Private,14,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Exec-managerial,United-States
51,Self-emp-not-inc,14,Divorced,Unmarried,White,Male,0,0,60,>50K,Prof-specialty,United-States
49,Private,10,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Adm-clerical,United-States
20,State-gov,10,Never-married,Own-child,White,Female,0,0,20,<=50K,Other-service,United-States
38,Local-gov,9,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Craft-repair,United-States
57,Private,3,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other-service,Other
35,Private,10,Married-civ-spouse,Husband,White,Male,4064,0,40,<=50K,Sales,United-States
66,Private,7,Married-civ-spouse,Husband,White,Male,0,0,26,<=50K,Sales,United-States
25,Private,11,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,United-States
70,Private,9,Married-civ-spouse,Husband,White,Male,0,2174,40,>50K,Other,United-States
59,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Other,United-States
25,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Prof-specialty,United-States
44,Local-gov,15,Never-married,Not-in-family,White,Male,10520,0,40,>50K,Prof-specialty,United-States
37,Private,14,Married-civ-spouse,Husband,White,Male,0,0,55,>50K,Exec-managerial,Other
21,Private,9,Never-married,Own-child,White,Female,4101,0,40,<=50K,Sales,United-States
47,Federal-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Craft-repair,United-States
20,Private,9,Never-married,Not-in-family,Black,Female,0,1721,30,<=50K,Adm-clerical,United-States
32,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
28,Private,9,Never-married,Unmarried,White,Female,0,0,20,<=50K,Adm-clerical,United-States
53,Private,9,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
58,Private,10,Married-civ-spouse,Wife,White,Female,0,0,36,<=50K,Sales,United-States
22,Private,9,Never-married,Not-in-family,White,Female,0,0,30,<=50K,Sales,United-States
23,Private,7,Married-civ-spouse,Husband,White,Male,0,0,55,<=50K,Exec-managerial,United-States
21,Private,9,Never-married,Not-in-family,White,Male,3325,0,60,<=50K,Other,United-States
36,Private,9,Married-civ-spouse,Husband,White,Male,0,0,70,<=50K,Craft-repair,United-States
39,Private,10,Married-civ-spouse,Wife,White,Female,0,0,15,<=50K,Other-service,United-States
34,Local-gov,13,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
41,Local-gov,14,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
72,Private,13,Married-civ-spouse,Husband,White,Male,1455,0,6,<=50K,Sales,United-States
34,Private,9,Married-civ-spouse,Wife,White,Female,0,0,40,>50K,Other-service,United-States
51,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,1902,40,>50K,Prof-specialty,United-States
32,Self-emp-not-inc,11,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
38,Private,10,Widowed,Not-in-family,White,Female,0,0,40,>50K,Exec-managerial,United-States
26,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Adm-clerical,United-States
34,Private,10,Married-civ-spouse,Husband,White,Male,0,1887,40,>50K,Other,United-States
27,Private,7,Never-married,Unmarried,White,Female,0,0,45,<=50K,Exec-managerial,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,38,<=50K,Adm-clerical,Other
36,Private,11,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Adm-clerical,United-States
32,Private,13,Married-civ-spouse,Husband,White,Male,0,0,60,>50K,Exec-managerial,United-States
54,Private,9,Married-civ-spouse,Husband,White,Male,0,0,44,>50K,Craft-repair,United-States
34,Local-gov,14,Widowed,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
46,Private,10,Married-civ-spouse,Husband,White,Male,0,0,48,>50K,Sales,United-States
33,Private,7,Separated,Other-relative,White,Male,0,0,30,<=50K,Machine-op-inspct,United-States
32,Private,13,Married-civ-spouse,Husband,White,Male,99999,0,50,>50K,Prof-specialty,United-States
42,Private,11,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
37,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other-service,United-States
28,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
25,Private,13,Never-married,Not-in-family,White,Male,4101,0,35,<=50K,Exec-managerial,United-States
44,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other-service,United-States
40,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
36,Private,10,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Exec-managerial,United-States
21,Private,10,Never-married,Unmarried,White,Male,0,0,40,<=50K,Adm-clerical,United-States
39,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Prof-specialty,United-States
24,Private,13,Never-married,Not-in-family,White,Male,0,0,39,<=50K,Prof-specialty,United-States
46,Private,9,Never-married,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,<=50K,Other,United-States
47,Private,13,Married-civ-spouse,Husband,White,Male,0,1977,40,>50K,Sales,United-States
35,Private,15,Married-civ-spouse,Husband,White,Male,0,0,75,>50K,Prof-specialty,United-States
60,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Other,United-States
35,Private,13,Married-civ-spouse,Wife,White,Female,0,0,24,<=50K,Other-service,Other
33,Private,9,Separated,Unmarried,White,Female,0,0,40,<=50K,Other-service,Other
21,Private,12,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
37,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Other,United-States
48,Federal-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,50,>50K,Adm-clerical,United-States
58,Private,4,Widowed,Other-relative,White,Female,0,0,45,<=50K,Other,Other
21,Private,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Other,United-States
22,Private,9,Never-married,Unmarried,White,Female,0,0,40,<=50K,Other-service,United-States
28,Self-emp-not-inc,14,Married-civ-spouse,Wife,White,Female,0,0,30,>50K,Exec-managerial,United-States
23,Federal-gov,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Prof-specialty,United-States
58,State-gov,9,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Adm-clerical,United-States
38,Local-gov,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,Craft-repair,Philippines
49,Private,9,Married-civ-spouse,Husband,White,Male,0,0,15,<=50K,Sales,Mexico
47,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
50,Private,13,Married-civ-spouse,Husband,White,Male,0,1902,40,>50K,Exec-managerial,United-States
21,Private,9,Never-married,Unmarried,White,Female,0,0,55,<=50K,Prof-specialty,United-States
55,Private,9,Separated,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,United-States
47,Private,7,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
19,Private,9,Never-married,Not-in-family,White,Female,0,0,40,<=50K,Prof-specialty,United-States
47,Private,9,Never-married,Other-relative,White,Male,0,0,50,<=50K,Other,United-States
36,Private,7,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
28,Local-gov,12,Married-civ-spouse,Husband,White,Male,0,2002,40,<=50K,Other,Other
42,Private,9,Widowed,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,<=50K,Sales,United-States
41,Private,14,Never-married,Not-in-family,White,Female,27828,0,35,>50K,Prof-specialty,United-States
46,Private,13,Married-civ-spouse,Husband,White,Male,99999,0,40,>50K,Sales,United-States
32,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Sales,United-States
34,Private,6,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Other-service,United-States
33,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
60,State-gov,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
24,Private,13,Never-married,Not-in-family,White,Female,0,0,50,<=50K,Other,United-States
39,Federal-gov,10,Married-civ-spouse,Husband,White,Male,0,1977,60,>50K,Other,United-States
23,Private,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
36,Local-gov,9,Divorced,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
19,Private,8,Separated,Own-child,White,Female,1055,0,40,<=50K,Prof-specialty,United-States
38,Private,9,Married-civ-spouse,Husband,Black,Male,0,0,40,>50K,Sales,United-States
41,Private,13,Married-civ-spouse,Husband,White,Male,7688,0,55,>50K,Craft-repair,United-States
22,Private,10,Never-married,Other-relative,White,Female,0,0,18,<=50K,Sales,United-States
38,Private,12,Never-married,Not-in-family,Black,Female,10520,0,50,>50K,Machine-op-inspct,United-States
35,State-gov,9,Married-civ-spouse,Husband,White,Male,7298,0,40,>50K,Craft-repair,United-States
38,Local-gov,10,Divorced,Unmarried,Black,Female,0,0,45,<=50K,Exec-managerial,United-States
19,Private,9,Married-civ-spouse,Wife,Black,Female,0,0,16,<=50K,Other-service,United-States
26,Private,9,Never-married,Own-child,White,Male,0,0,45,<=50K,Other,United-States
52,Private,13,Divorced,Unmarried,White,Male,0,0,25,<=50K,Craft-repair,United-States
41,Private,3,Married-civ-spouse,Husband,Other,Male,0,1579,40,<=50K,Other-service,Other
45,Private,9,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Adm-clerical,United-States
58,Federal-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Adm-clerical,United-States
34,Private,13,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Sales,United-States
19,Without-pay,9,Never-married,Own-child,White,Male,0,0,20,<=50K,Other,United-States
26,State-gov,7,Divorced,Unmarried,White,Female,0,0,40,<=50K,Other-service,United-States
60,Private,6,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other,United-States
35,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Exec-managerial,United-States
39,Private,6,Divorced,Not-in-family,White,Female,0,0,60,<=50K,Other-service,United-States
27,Private,9,Separated,Unmarried,White,Female,0,0,40,<=50K,Other,Other
26,Federal-gov,14,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Prof-specialty,United-States
17,Private,8,Never-married,Own-child,White,Male,0,0,12,<=50K,Other-service,United-States
59,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Sales,Other
53,Local-gov,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,48,<=50K,Exec-managerial,United-States
35,Private,7,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
34,Local-gov,10,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
36,Private,9,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Other,United-States
21,Private,9,Never-married,Own-child,White,Male,0,0,40,<=50K,Other-service,United-States
29,Private,10,Never-married,Own-child,White,Female,0,0,40,<=50K,Sales,United-States
35,Private,13,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Prof-specialty,United-States
59,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Exec-managerial,United-States
22,Private,10,Never-married,Not-in-family,White,Male,0,1602,10,<=50K,Other-service,United-States
50,Local-gov,14,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Prof-specialty,United-States
24,Federal-gov,13,Never-married,Not-in-family,Other,Female,0,0,40,<=50K,Prof-specialty,United-States
36,Private,13,Divorced,Not-in-family,White,Female,0,0,40,<=50K,Other,United-States
31,Private,9,Married-civ-spouse,Wife,White,Female,4386,0,40,>50K,Machine-op-inspct,United-States
42,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,Other
38,Private,4,Divorced,Unmarried,White,Female,0,0,40,<=50K,Sales,United-States
52,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Exec-managerial,United-States
46,Private,6,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Craft-repair,United-States
23,Private,10,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Craft-repair,United-States
54,Private,3,Married-civ-spouse,Husband,White,Male,0,0,51,<=50K,Sales,United-States
42,Private,13,Separated,Not-in-family,White,Female,0,0,50,<=50K,Other-service,United-States
33,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
19,Private,12,Never-married,Not-in-family,White,Female,0,0,50,<=50K,Exec-managerial,United-States
59,Private,7,Married-civ-spouse,Wife,White,Female,3908,0,28,<=50K,Other-service,United-States
54,Private,9,Widowed,Unmarried,White,Female,0,0,32,<=50K,Other-service,United-States
48,Private,4,Married-civ-spouse,Husband,White,Male,0,1672,55,<=50K,Other,United-States
36,Private,13,Never-married,Not-in-family,White,Male,0,0,70,<=50K,Exec-managerial,United-States
35,Self-emp-not-inc,12,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,United-States
47,Private,10,Divorced,Not-in-family,White,Female,0,0,36,<=50K,Adm-clerical,United-States
33,Private,13,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Exec-managerial,United-States
48,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Prof-specialty,United-States
42,Private,9,Separated,Unmarried,Black,Female,0,0,40,<=50K,Craft-repair,United-States
19,Private,10,Never-married,Own-child,White,Male,0,0,24,<=50K,Other-service,United-States
64,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Prof-specialty,United-States
51,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,8,<=50K,Other,United-States
20,Federal-gov,9,Never-married,Other-relative,White,Male,0,0,20,<=50K,Adm-clerical,United-States
28,Private,9,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other-service,Other
52,Private,14,Married-civ-spouse,Husband,White,Male,0,1902,50,>50K,Exec-managerial,Other
29,Self-emp-not-inc,10,Never-married,Not-in-family,White,Male,0,0,45,<=50K,Craft-repair,United-States
51,Private,13,Separated,Not-in-family,White,Male,0,0,40,<=50K,Sales,United-States
36,Private,9,Married-civ-spouse,Husband,White,Male,0,2377,60,<=50K,Prof-specialty,United-States
43,Private,13,Married-civ-spouse,Husband,White,Male,15024,0,45,>50K,Sales,United-States
52,Private,10,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Exec-managerial,United-States
50,Private,9,Divorced,Not-in-family,White,Male,0,0,40,>50K,Craft-repair,United-States
25,Private,10,Divorced,Not-in-family,White,Male,0,0,30,<=50K,Other-service,United-States
36,Private,12,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Adm-clerical,Other
44,Private,10,Married-civ-spouse,Wife,White,Female,0,0,60,<=50K,Exec-managerial,United-States
47,Private,6,Married-spouse-absent,Not-in-family,Black,Male,0,0,45,<=50K,Other,United-States
32,Private,9,Divorced,Own-child,White,Male,0,0,40,<=50K,Craft-repair,United-States
37,Private,14,Never-married,Unmarried,Asian-Pac-Islander,Male,0,0,40,<=50K,Prof-specialty,Other
40,Private,9,Married-civ-spouse,Husband,White,Male,2829,0,40,<=50K,Adm-clerical,United-States
34,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Sales,United-States
35,Self-emp-inc,10,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Sales,United-States
26,Private,10,Never-married,Own-child,White,Male,0,0,3,<=50K,Prof-specialty,Other
49,Self-emp-not-inc,13,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
46,Self-emp-not-inc,13,Married-spouse-absent,Not-in-family,White,Male,0,0,25,<=50K,Prof-specialty,United-States
31,Local-gov,10,Never-married,Own-child,Black,Male,0,0,40,<=50K,Adm-clerical,United-States
22,Private,11,Never-married,Not-in-family,White,Male,0,0,30,<=50K,Craft-repair,United-States
20,Private,10,Never-married,Not-in-family,White,Female,0,0,12,<=50K,Other-service,United-States
52,Private,16,Never-married,Not-in-family,White,Male,0,0,40,>50K,Exec-managerial,United-States
26,Private,10,Never-married,Not-in-family,Black,Female,0,0,40,<=50K,Adm-clerical,United-States
31,Private,5,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Machine-op-inspct,United-States
46,Private,9,Divorced,Unmarried,White,Female,0,0,30,<=50K,Sales,United-States
22,Private,4,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Machine-op-inspct,Mexico
38,Private,11,Never-married,Own-child,White,Male,0,0,40,<=50K,Craft-repair,United-States
35,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Sales,Other
27,State-gov,10,Never-married,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
27,Private,12,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Exec-managerial,United-States
46,Private,10,Divorced,Unmarried,White,Female,0,0,40,<=50K,Sales,Other
19,Private,10,Never-married,Own-child,White,Male,0,0,10,<=50K,Adm-clerical,Other
34,Federal-gov,13,Married-civ-spouse,Husband,White,Male,0,0,60,<=50K,Other,United-States
49,Private,14,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Exec-managerial,United-States
27,Private,10,Married-civ-spouse,Husband,Other,Male,0,0,50,<=50K,Other,United-States
59,Private,10,Married-civ-spouse,Wife,White,Female,0,0,14,>50K,Adm-clerical,Other
45,Private,13,Married-civ-spouse,Husband,White,Male,15024,0,60,>50K,Exec-managerial,United-States
21,Private,10,Never-married,Own-child,White,Female,0,0,15,<=50K,Sales,United-States
51,State-gov,11,Divorced,Unmarried,White,Female,0,0,40,<=50K,Prof-specialty,United-States
41,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,United-States
49,Private,14,Married-spouse-absent,Not-in-family,White,Male,0,0,40,<=50K,Prof-specialty,United-States
51,Private,9,Divorced,Own-child,Black,Male,0,0,40,<=50K,Machine-op-inspct,United-States
20,Private,10,Never-married,Own-child,White,Female,0,0,20,<=50K,Other,United-States
69,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,48,<=50K,Sales,United-States
43,Private,9,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
50,Private,9,Divorced,Unmarried,Black,Female,0,0,44,<=50K,Machine-op-inspct,United-States
27,Local-gov,9,Never-married,Own-child,White,Male,0,0,40,<=50K,Other,United-States
38,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Other-service,United-States
62,Private,9,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Machine-op-inspct,United-States
46,Private,9,Divorced,Not-in-family,White,Male,0,0,44,<=50K,Exec-managerial,United-States
21,Private,9,Never-married,Unmarried,White,Female,0,0,40,<=50K,Machine-op-inspct,United-States
36,Private,8,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other,United-States
23,Private,9,Never-married,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K,Machine-op-inspct,Philippines
58,Private,13,Married-civ-spouse,Husband,White,Male,0,0,40,>50K,Prof-specialty,United-States
40,Private,13,Married-civ-spouse,Husband,White,Male,0,0,45,<=50K,Prof-specialty,United-States
64,Private,10,Married-civ-spouse,Wife,White,Female,10566,0,35,<=50K,Exec-managerial,United-States
66,Private,7,Married-civ-spouse,Husband,White,Male,0,0,20,<=50K,Craft-repair,United-States
55,Private,10,Widowed,Unmarried,White,Female,0,0,40,<=50K,Adm-clerical,United-States
53,Private,10,Married-civ-spouse,Husband,White,Male,0,1977,40,>50K,Exec-managerial,United-States
39,Private,10,Never-married,Unmarried,Black,Female,0,0,40,<=50K,Other,United-States
20,Private,9,Never-married,Own-child,White,Male,0,0,40,<=50K,Other-service,United-States
32,Private,9,Married-civ-spouse,Husband,White,Male,0,0,54,<=50K,Other-service,United-States
28,Private,13,Never-married,Unmarried,White,Male,0,0,65,<=50K,Sales,United-States
23,Federal-gov,12,Never-married,Own-child,White,Female,0,0,40,<=50K,Exec-managerial,Other
18,Private,9,Never-married,Own-child,White,Male,0,0,25,<=50K,Other-service,United-States
43,Self-emp-not-inc,9,Married-civ-spouse,Husband,White,Male,0,0,35,>50K,Exec-managerial,United-States
32,Private,10,Married-civ-spouse,Husband,White,Male,0,0,46,<=50K,Other,Other
31,Local-gov,9,Divorced,Unmarried,White,Male,0,0,40,<=50K,Craft-repair,United-States
60,Private,3,Married-civ-spouse,Husband,White,Male,0,0,40,<=50K,Craft-repair,Mexico
42,Private,10,Married-civ-spouse,Husband,White,Male,0,0,50,<=50K,Other,United-States
46,Private,14,Married-civ-spouse,Husband,White,Male,0,0,50,>50K,Exec-managerial,United-States
18,Private,7,Never-married,Own-child,White,Female,0,0,19,<=50K,Other-service,United-States
31,Private,9,Never-married,Own-child,White,Female,0,0,40,<=50K,Sales,United-States
54,Private,9,Married-civ-spouse,Husband,White,Male,4064,0,55,<=50K,Sales,United-States
46,Private,10,Married-civ-spouse,Husband,White,Male,0,2042,50,<=50K,Sales,United-States
27,Self-emp-not-inc,9,Never-married,Own-child,White,Male,0,0,80,<=50K,Other,United-States
50,Local-gov,13,Married-civ-spouse,Husband,White,Male,0,0,45,>50K,Prof-specialty,United-States
38,Self-emp-not-inc,4,Married-civ-spouse,Husband,White,Male,0,0,56,<=50K,Other,United-States
36,State-gov,14,Never-married,Own-child,White,Female,0,0,40,<=50K,Prof-specialty,United-States
25,Private,9,Divorced,Not-in-family,White,Male,0,0,40,<=50K,Other-service,Mexico
19,Private,9,Never-married,Own-child,White,Male,0,0,25,<=50K,Other,United-States
60,Local-gov,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,60,<=50K,Other-service,Philippines
45,Local-gov,5,Never-married,Own-child,White,Male,0,0,40,<=50K,Other-service,United-States
21,Private,10,Never-married,Own-child,White,Male,0,1602,16,<=50K,Other,United-States
42,Private,9,Divorced,Not-in-family,White,Male,0,1980,46,<=50K,Other,United-States
